ClassName,MathodName,describe,Event A-object,Event A-behavious,Event A-api,Event B-object,Event B-behavious,Event B-api,Modal,Conditon
,,,,,,,,,,
android.view.inputmethod.InputMethod,abstract void unbindInput()," Unbind an application environment, called when the information previously set by bindInput(InputBinding) is no longer valid for this input method.",,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputMethodManager,void viewClicked(View view), Notify the event when the user tapped or clicked the text view.,,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputMethodSession,"abstract void dispatchGenericMotionEvent(int seq, MotionEvent event, InputMethodSession.EventCallback callback)", This method is called when there is a generic motion event.,,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputMethodSession,"abstract void dispatchKeyEvent(int seq, KeyEvent event, InputMethodSession.EventCallback callback)", This method is called when a key is pressed.,,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputMethodSession,"abstract void dispatchTrackballEvent(int seq, MotionEvent event, InputMethodSession.EventCallback callback)", This method is called when there is a track ball event.,,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputMethodSession,abstract void finishInput(), This method is called when the application would like to stop receiving text input.,,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputMethodSession,abstract void updateCursor(Rect newCursor), This method is called when cursor location of the target input field has changed within its window.,,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputMethodSession,abstract void updateCursorAnchorInfo(CursorAnchorInfo cursorAnchorInfo), This method is called when the cursor and/or the character position relevant to text input is changed on the screen.,,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputMethodSession,"abstract void updateExtractedText(int token, ExtractedText text)", Called by a text editor to report its new extracted text when its contents change.,,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputMethodSession,"abstract void updateSelection(int oldSelStart, int oldSelEnd, int newSelStart, int newSelEnd, int candidatesStart, int candidatesEnd)", This method is called when the selection or cursor in the current target input field has changed.,,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputMethodSession,abstract void viewClicked(boolean focusChanged), This method is called when the user tapped a text view.,,,,,,,,
,,,,,,,,,,
android.view.InputQueue.Callback,abstract void onInputQueueCreated(InputQueue queue)," Called when the given InputQueue is now associated with the thread making this call, so it can start receiving events from it.",,,,,,,,
,,,,,,,,,,
android.view.InputQueue.Callback,abstract void onInputQueueDestroyed(InputQueue queue), Called when the given InputQueue is no longer associated with the thread and thus not dispatching events.,,,,,,,,
,,,,,,,,,,
android.view.InputQueue,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.view.KeyCharacterMap.KeyData,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.view.KeyCharacterMap.UnavailableException,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.view.KeyEvent.Callback,"abstract boolean onKeyDown(int keyCode, KeyEvent event)", Called when a key down event has occurred.,,,,,,,,
,,,,,,,,,,
android.view.KeyEvent.Callback,"abstract boolean onKeyLongPress(int keyCode, KeyEvent event)", Called when a long press has occurred.,,,,,,,,
,,,,,,,,,,
android.view.KeyEvent.Callback,"abstract boolean onKeyMultiple(int keyCode, int count, KeyEvent event)"," Called when a user's interaction with an analog control, such as flinging a trackball, generates simulated down/up events for the same key multiple times in quick succession.",,,,,,,,
,,,,,,,,,,
android.view.KeyEvent.Callback,"abstract boolean onKeyUp(int keyCode, KeyEvent event)", Called when a key up event has occurred.,,,,,,,,
,,,,,,,,,,
android.view.LayoutInflater.Factory,"abstract View onCreateView(String name, Context context, AttributeSet attrs)", Hook you can supply that is called when inflating from a LayoutInflater.,,,,,,,,
,,,,,,,,,,
android.view.MenuItem.OnActionExpandListener,abstract boolean onMenuItemActionCollapse(MenuItem item), Called when a menu item with SHOW_AS_ACTION_COLLAPSE_ACTION_VIEW is collapsed.,,,,,,,,
,,,,,,,,,,
android.view.MenuItem.OnActionExpandListener,abstract boolean onMenuItemActionExpand(MenuItem item), Called when a menu item with SHOW_AS_ACTION_COLLAPSE_ACTION_VIEW is expanded.,,,,,,,,
,,,,,,,,,,
android.view.MenuItem.OnMenuItemClickListener,abstract boolean onMenuItemClick(MenuItem item), Called when a menu item has been invoked.,,,,,,,,
,,,,,,,,,,
android.view.MenuItem,abstract SubMenu getSubMenu()," Get the sub-menu to be invoked when this item is selected, if it has one.",,,,,,,,
,,,,,,,,,,
android.view.MenuItem,abstract MenuItem setOnActionExpandListener(MenuItem.OnActionExpandListener listener), Set an MenuItem.OnActionExpandListener on this menu item to be notified when the associated action view is expanded or collapsed.,,,,,,,,
,,,,,,,,,,
android.view.MotionEvent,long getDownTime(), Returns the time (in ms) when the user originally pressed down to start a stream of position events.,,,,,,,,
,,,,,,,,,,
android.view.MotionEvent,int getMetaState(), Returns the state of any meta / modifier keys that were in effect when the event was generated.,,,,,,,,
,,,,,,,,,,
android.view.OrientationEventListener,void enable(), Enables the OrientationEventListener so it will monitor the sensor and call onOrientationChanged(int) when the device orientation changes.,,,,,,,,
,,,,,,,,,,
android.view.OrientationEventListener,abstract void onOrientationChanged(int orientation), Called when the orientation of the device has changed.,,,,,,,,
,,,,,,,,,,
android.view.OrientationListener,void enable(), Enables the OrientationListener so it will monitor the sensor and call onOrientationChanged(int) when the device orientation changes.,,,,,,,,
,,,,,,,,,,
android.view.OrientationListener,"void onAccuracyChanged(int sensor, int accuracy)", Called when the accuracy of a sensor has changed.,,,,,,,,
,,,,,,,,,,
android.view.OrientationListener,"void onSensorChanged(int sensor, float[] values)", Called when sensor values have changed.,,,,,,,,
,,,,,,,,,,
android.view.PixelCopy.OnPixelCopyFinishedListener,abstract void onPixelCopyFinished(int copyResult), Callback for when a pixel copy request has completed.,,,,,,,,
,,,,,,,,,,
android.view.ScaleGestureDetector,boolean onTouchEvent(MotionEvent event), Accepts MotionEvents and dispatches events to a ScaleGestureDetector.OnScaleGestureListener when appropriate.,,,,,,,,
,,,,,,,,,,
android.view.ScaleGestureDetector,void setQuickScaleEnabled(boolean scales), Set whether the associated ScaleGestureDetector.OnScaleGestureListener should receive onScale callbacks when the user performs a doubleTap followed by a swipe.,,,,,,,,
,,,,,,,,,,
android.view.ScaleGestureDetector,void setStylusScaleEnabled(boolean scales), Sets whether the associates ScaleGestureDetector.OnScaleGestureListener should receive onScale callbacks when the user uses a stylus and presses the button.,,,,,,,,
,,,,,,,,,,
android.view.Surface.OutOfResourcesException,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.view.SurfaceHolder.BadSurfaceTypeException,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.view.SurfaceHolder.Callback2,abstract void surfaceRedrawNeeded(SurfaceHolder holder)," Called when the application needs to redraw the content of its surface, after it is resized or for some other reason.",,,,,,,,
,,,,,,,,,,
android.view.SurfaceHolder,abstract void setType(int type)," This method was deprecated in API level 11. this is ignored, this value is set automatically when needed.",,,,,,,,
,,,,,,,,,,
android.view.SurfaceView,boolean gatherTransparentRegion(Region region), This is used by the RootView to perform an optimization when the view hierarchy contains one or several SurfaceView.,,,,,,,,
,,,,,,,,,,
android.view.textclassifier.logging.SelectionEvent,long getDurationSincePreviousEvent(), Returns the duration in ms between when this event was triggered and when the previous event in the selection session was triggered.,,,,,,,,
,,,,,,,,,,
android.view.textclassifier.logging.SelectionEvent,long getDurationSinceSessionStart(), Returns the duration in ms between when this event was triggered and when the first event in the selection session was triggered.,,,,,,,,
,,,,,,,,,,
android.view.textclassifier.TextLinks.Options,TextLinks.Options setApplyStrategy(int applyStrategy), Sets a strategy for resolving conflicts when applying generated links to text that already have links.,,,,,,,,
,,,,,,,,,,
android.view.TextureView.SurfaceTextureListener,"abstract void onSurfaceTextureAvailable(SurfaceTexture surface, int width, int height)", Invoked when a TextureView's SurfaceTexture is ready for use.,,,,,,,,
,,,,,,,,,,
android.view.TextureView.SurfaceTextureListener,abstract boolean onSurfaceTextureDestroyed(SurfaceTexture surface), Invoked when the specified SurfaceTexture is about to be destroyed.,,,,,,,,
,,,,,,,,,,
android.view.TextureView.SurfaceTextureListener,"abstract void onSurfaceTextureSizeChanged(SurfaceTexture surface, int width, int height)", Invoked when the SurfaceTexture's buffers size changed.,,,,,,,,
,,,,,,,,,,
android.view.TextureView.SurfaceTextureListener,abstract void onSurfaceTextureUpdated(SurfaceTexture surface), Invoked when the specified SurfaceTexture is updated through updateTexImage().,,,,,,,,
,,,,,,,,,,
android.view.View.AccessibilityDelegate,"boolean onRequestSendAccessibilityEvent(ViewGroup host, View child, AccessibilityEvent event)", Called when a child of the host View has requested sending an AccessibilityEvent and gives an opportunity to the parent (the host) to augment the event.,,,,,,,,
,,,,,,,,,,
android.view.View.OnApplyWindowInsetsListener,"abstract WindowInsets onApplyWindowInsets(View v, WindowInsets insets)"," When set on a View, this listener method will be called instead of the view's own onApplyWindowInsets method.",,,,,,,,
,,,,,,,,,,
android.view.View.OnAttachStateChangeListener,abstract void onViewAttachedToWindow(View v), Called when the view is attached to a window.,,,,,,,,
,,,,,,,,,,
android.view.View.OnAttachStateChangeListener,abstract void onViewDetachedFromWindow(View v), Called when the view is detached from a window.,,,,,,,,
,,,,,,,,,,
android.view.View.OnCapturedPointerListener,"abstract boolean onCapturedPointer(View view, MotionEvent event)", Called when a captured pointer event is dispatched to a view.,,,,,,,,
,,,,,,,,,,
android.view.View.OnClickListener,abstract void onClick(View v), Called when a view has been clicked.,,,,,,,,
,,,,,,,,,,
android.view.View.OnContextClickListener,abstract boolean onContextClick(View v), Called when a view is context clicked.,,,,,,,,
,,,,,,,,,,
android.view.View.OnCreateContextMenuListener,"abstract void onCreateContextMenu(ContextMenu menu, View v, ContextMenu.ContextMenuInfo menuInfo)", Called when the context menu for this view is being built.,,,,,,,,
,,,,,,,,,,
android.view.View.OnDragListener,"abstract boolean onDrag(View v, DragEvent event)", Called when a drag event is dispatched to a view.,,,,,,,,
,,,,,,,,,,
android.view.View.OnFocusChangeListener,"abstract void onFocusChange(View v, boolean hasFocus)", Called when the focus state of a view has changed.,,,,,,,,
,,,,,,,,,,
android.view.View.OnGenericMotionListener,"abstract boolean onGenericMotion(View v, MotionEvent event)", Called when a generic motion event is dispatched to a view.,,,,,,,,
,,,,,,,,,,
android.view.View.OnHoverListener,"abstract boolean onHover(View v, MotionEvent event)", Called when a hover event is dispatched to a view.,,,,,,,,
,,,,,,,,,,
android.view.View.OnKeyFallbackListener,"abstract boolean onKeyFallback(View v, KeyEvent event)", Called when a hardware key is dispatched to a view in the fallback phase.,,,,,,,,
,,,,,,,,,,
android.view.View.OnKeyListener,"abstract boolean onKey(View v, int keyCode, KeyEvent event)", Called when a hardware key is dispatched to a view.,,,,,,,,
,,,,,,,,,,
android.view.View.OnLayoutChangeListener,"abstract void onLayoutChange(View v, int left, int top, int right, int bottom, int oldLeft, int oldTop, int oldRight, int oldBottom)", Called when the layout bounds of a view changes due to layout processing.,,,,,,,,
,,,,,,,,,,
android.view.View.OnLongClickListener,abstract boolean onLongClick(View v), Called when a view has been clicked and held.,,,,,,,,
,,,,,,,,,,
android.view.View.OnScrollChangeListener,"abstract void onScrollChange(View v, int scrollX, int scrollY, int oldScrollX, int oldScrollY)", Called when the scroll position of a view changes.,,,,,,,,
,,,,,,,,,,
android.view.View.OnSystemUiVisibilityChangeListener,abstract void onSystemUiVisibilityChange(int visibility), Called when the status bar changes visibility because of a call to setSystemUiVisibility(int).,,,,,,,,
,,,,,,,,,,
android.view.View.OnTouchListener,"abstract boolean onTouch(View v, MotionEvent event)", Called when a touch event is dispatched to a view.,,,,,,,,
,,,,,,,,,,
android.view.View,void addOnLayoutChangeListener(View.OnLayoutChangeListener listener), Add a listener that will be called when the bounds of the view change due to layout processing.,,,,,,,,
,,,,,,,,,,
android.view.View,boolean checkInputConnectionProxy(View view), Called by the InputMethodManager when a view who is not the current input connection target is trying to make a call on the manager.,,,,,,,,
,,,,,,,,,,
android.view.View,void clearFocus(), Called when this view wants to give up focus.,,,,,,,,
,,,,,,,,,,
android.view.View,"void dispatchProvideAutofillStructure(ViewStructure structure, int flags)"," Dispatches creation of a ViewStructures for autofill purposes down the hierarchy, when an Assist structure is being created as part of an autofill request.",,,,,,,,
,,,,,,,,,,
android.view.View,void dispatchWindowFocusChanged(boolean hasFocus), Called when the window containing this view gains or loses window focus.,,,,,,,,
,,,,,,,,,,
android.view.View,int getAutofillType()," Describes the autofill type of this view, so an AutofillService can create the proper AutofillValue when autofilling the view.",,,,,,,,
,,,,,,,,,,
android.view.View,final boolean getDefaultFocusHighlightEnabled(), /** Returns whether this View should use a default focus highlight when it gets focused but doesn't have state_focused defined in its background.,,,,,,,,
,,,,,,,,,,
android.view.View,boolean getFilterTouchesWhenObscured(), Gets whether the framework should discard touches when the view's window is obscured by another visible window.,,,,,,,,
,,,,,,,,,,
android.view.View,void getFocusedRect(Rect r)," When a view has focus and the user navigates away from it, the next view is searched for starting from the rectangle filled in by this method.",,,,,,,,
,,,,,,,,,,
android.view.View,int getNextFocusDownId(), Gets the id of the view to use when the next focus is FOCUS_DOWN.,,,,,,,,
,,,,,,,,,,
android.view.View,int getNextFocusForwardId(), Gets the id of the view to use when the next focus is FOCUS_FORWARD.,,,,,,,,
,,,,,,,,,,
android.view.View,int getNextFocusLeftId(), Gets the id of the view to use when the next focus is FOCUS_LEFT.,,,,,,,,
,,,,,,,,,,
android.view.View,int getNextFocusRightId(), Gets the id of the view to use when the next focus is FOCUS_RIGHT.,,,,,,,,
,,,,,,,,,,
android.view.View,int getNextFocusUpId(), Gets the id of the view to use when the next focus is FOCUS_UP.,,,,,,,,
,,,,,,,,,,
android.view.View,final boolean getRevealOnFocusHint(), Returns this view's preference for reveal behavior when it gains focus.,,,,,,,,
,,,,,,,,,,
android.view.View,boolean hasTransientState()," Indicates whether the view is currently tracking transient state that the app should not need to concern itself with saving and restoring, but that the framework should take special note to preserve when possible.",,,,,,,,
,,,,,,,,,,
android.view.View,final boolean isFocusableInTouchMode()," When a view is focusable, it may not want to take focus when in touch mode.",,,,,,,,
,,,,,,,,,,
android.view.View,final boolean isFocusedByDefault(), Returns whether this View should receive focus when the focus is restored for the view hierarchy containing this view.,,,,,,,,
,,,,,,,,,,
android.view.View,boolean isHorizontalFadingEdgeEnabled(), Indicate whether the horizontal edges are faded when the view is scrolled horizontally.,,,,,,,,
,,,,,,,,,,
android.view.View,boolean isSaveFromParentEnabled(), Indicates whether the entire hierarchy under this view will save its state when a state saving traversal occurs from its parent.,,,,,,,,
,,,,,,,,,,
android.view.View,boolean isScrollbarFadingEnabled(), Returns true if scrollbars will fade when this view is not scrolling,,,,,,,,
,,,,,,,,,,
android.view.View,boolean isVerticalFadingEdgeEnabled(), Indicate whether the vertical edges are faded when the view is scrolled horizontally.,,,,,,,,
,,,,,,,,,,
android.view.View,WindowInsets onApplyWindowInsets(WindowInsets insets), Called when the view should apply WindowInsets according to its internal policy.,,,,,,,,
,,,,,,,,,,
android.view.View,void onFinishTemporaryDetach(), Called after onStartTemporaryDetach() when the container is done changing the view.,,,,,,,,
,,,,,,,,,,
android.view.View,"boolean onKeyDown(int keyCode, KeyEvent event)"," Default implementation of KeyEvent.Callback.onKeyDown(): perform press of the view when KEYCODE_DPAD_CENTER or KEYCODE_ENTER is released, if the view is enabled and clickable.",,,,,,,,
,,,,,,,,,,
android.view.View,"boolean onKeyShortcut(int keyCode, KeyEvent event)", Called on the focused view when a key shortcut event is not handled.,,,,,,,,
,,,,,,,,,,
android.view.View,"boolean onKeyUp(int keyCode, KeyEvent event)"," Default implementation of KeyEvent.Callback.onKeyUp(): perform clicking of the view when KEYCODE_DPAD_CENTER, KEYCODE_ENTER or KEYCODE_SPACE is released.",,,,,,,,
,,,,,,,,,,
android.view.View,void onPointerCaptureChange(boolean hasCapture), Called when the window has just acquired or lost pointer capture.,,,,,,,,
,,,,,,,,,,
android.view.View,void onProvideStructure(ViewStructure structure), Called when assist structure is being retrieved from a view as part of Activity.onProvideAssistData.,,,,,,,,
,,,,,,,,,,
android.view.View,void onProvideVirtualStructure(ViewStructure structure), Called when assist structure is being retrieved from a view as part of Activity.onProvideAssistData to generate additional virtual structure under this view.,,,,,,,,
,,,,,,,,,,
android.view.View,void onRtlPropertiesChanged(int layoutDirection), Called when any RTL property (layout direction or text direction or text alignment) has been changed.,,,,,,,,
,,,,,,,,,,
android.view.View,void onStartTemporaryDetach()," This is called when a container is going to temporarily detach a child, with ViewGroup.detachViewFromParent.",,,,,,,,
,,,,,,,,,,
android.view.View,void onVisibilityAggregated(boolean isVisible)," Called when the user-visibility of this View is potentially affected by a change to this view itself, an ancestor view or the window this view is attached to.",,,,,,,,
,,,,,,,,,,
android.view.View,void onWindowFocusChanged(boolean hasWindowFocus), Called when the window containing this view gains or loses focus.,,,,,,,,
,,,,,,,,,,
android.view.View,void onWindowSystemUiVisibilityChanged(int visible)," Override to find out when the window's requested system UI visibility has changed, that is the value returned by getWindowSystemUiVisibility().",,,,,,,,
,,,,,,,,,,
android.view.View,void requestLayout(), Call this when something has changed which has invalidated the layout of this view.,,,,,,,,
,,,,,,,,,,
android.view.View,void setClipBounds(Rect clipBounds), Sets a rectangular area on this view to which the view will be clipped when it is drawn.,,,,,,,,
,,,,,,,,,,
android.view.View,void setDefaultFocusHighlightEnabled(boolean defaultFocusHighlightEnabled), Sets whether this View should use a default focus highlight when it gets focused but doesn't have state_focused defined in its background.,,,,,,,,
,,,,,,,,,,
android.view.View,void setFilterTouchesWhenObscured(boolean enabled), Sets whether the framework should discard touches when the view's window is obscured by another visible window.,,,,,,,,
,,,,,,,,,,
android.view.View,void setFocusedByDefault(boolean isFocusedByDefault), Sets whether this View should receive focus when the focus is restored for the view hierarchy containing this view.,,,,,,,,
,,,,,,,,,,
android.view.View,void setHasTransientState(boolean hasTransientState), Set whether this view is currently tracking transient state that the framework should attempt to preserve when possible.,,,,,,,,
,,,,,,,,,,
android.view.View,void setHorizontalFadingEdgeEnabled(boolean horizontalFadingEdgeEnabled), Define whether the horizontal edges should be faded when this view is scrolled horizontally.,,,,,,,,
,,,,,,,,,,
android.view.View,void setNextFocusDownId(int nextFocusDownId), Sets the id of the view to use when the next focus is FOCUS_DOWN.,,,,,,,,
,,,,,,,,,,
android.view.View,void setNextFocusForwardId(int nextFocusForwardId), Sets the id of the view to use when the next focus is FOCUS_FORWARD.,,,,,,,,
,,,,,,,,,,
android.view.View,void setNextFocusLeftId(int nextFocusLeftId), Sets the id of the view to use when the next focus is FOCUS_LEFT.,,,,,,,,
,,,,,,,,,,
android.view.View,void setNextFocusRightId(int nextFocusRightId), Sets the id of the view to use when the next focus is FOCUS_RIGHT.,,,,,,,,
,,,,,,,,,,
android.view.View,void setNextFocusUpId(int nextFocusUpId), Sets the id of the view to use when the next focus is FOCUS_UP.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOnCapturedPointerListener(View.OnCapturedPointerListener l), Set a listener to receive callbacks when the pointer capture state of a view changes.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOnClickListener(View.OnClickListener l), Register a callback to be invoked when this view is clicked.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOnContextClickListener(View.OnContextClickListener l), Register a callback to be invoked when this view is context clicked.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOnCreateContextMenuListener(View.OnCreateContextMenuListener l), Register a callback to be invoked when the context menu for this view is being built.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOnFocusChangeListener(View.OnFocusChangeListener l), Register a callback to be invoked when focus of this view changed.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOnGenericMotionListener(View.OnGenericMotionListener l), Register a callback to be invoked when a generic motion event is sent to this view.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOnHoverListener(View.OnHoverListener l), Register a callback to be invoked when a hover event is sent to this view.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOnKeyListener(View.OnKeyListener l), Register a callback to be invoked when a hardware key is pressed in this view.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOnLongClickListener(View.OnLongClickListener l), Register a callback to be invoked when this view is clicked and held.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOnScrollChangeListener(View.OnScrollChangeListener l), Register a callback to be invoked when the scroll X or Y positions of this view change.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOnSystemUiVisibilityChangeListener(View.OnSystemUiVisibilityChangeListener l), Set a listener to receive callbacks when the visibility of the system bar changes.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOnTouchListener(View.OnTouchListener l), Register a callback to be invoked when a touch event is sent to this view.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOutlineAmbientShadowColor(int color), Sets the color of the ambient shadow that is drawn when the view has a positive Z or elevation value.,,,,,,,,
,,,,,,,,,,
android.view.View,void setOutlineSpotShadowColor(int color), Sets the color of the spot shadow that is drawn when the view has a positive Z or elevation value.,,,,,,,,
,,,,,,,,,,
android.view.View,final void setRevealOnFocusHint(boolean revealOnFocus), Sets this view's preference for reveal behavior when it gains focus.,,,,,,,,
,,,,,,,,,,
android.view.View,void setSaveFromParentEnabled(boolean enabled), Controls whether the entire hierarchy under this view will save its state when a state saving traversal occurs from its parent.,,,,,,,,
,,,,,,,,,,
android.view.View,void setScreenReaderFocusable(boolean screenReaderFocusable)," When screen readers (one type of accessibility tool) decide what should be read to the user, they typically look for input focusable (isFocusable()) parents of non-focusable text items, and read those focusable parents and their non-focusable children as a unit.",,,,,,,,
,,,,,,,,,,
android.view.View,void setScrollbarFadingEnabled(boolean fadeScrollbars), Define whether scrollbars will fade when the view is not scrolling.,,,,,,,,
,,,,,,,,,,
android.view.View,void setVerticalFadingEdgeEnabled(boolean verticalFadingEdgeEnabled), Define whether the vertical edges should be faded when this view is scrolled vertically.,,,,,,,,
,,,,,,,,,,
android.view.View,void setWillNotCacheDrawing(boolean willNotCacheDrawing)," When a View's drawing cache is enabled, drawing is redirected to an offscreen bitmap.",,,,,,,,
,,,,,,,,,,
android.view.ViewGroup.OnHierarchyChangeListener,"abstract void onChildViewAdded(View parent, View child)", Called when a new child is added to a parent view.,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup.OnHierarchyChangeListener,"abstract void onChildViewRemoved(View parent, View child)", Called when a child is removed from a parent view.,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,"void childHasTransientStateChanged(View child, boolean childHasTransientState)", Called when a child view has changed whether or not it is tracking transient state.,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,void clearChildFocus(View child), Called when a child of this parent is giving up focus,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,void clearFocus(), Called when this view wants to give up focus.,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,"void dispatchProvideAutofillStructure(ViewStructure structure, int flags)"," Dispatches creation of a ViewStructures for autofill purposes down the hierarchy, when an Assist structure is being created as part of an autofill request. This implementation adds in all child views of the view group, in addition to calling the default View implementation.",,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,void dispatchWindowFocusChanged(boolean hasFocus), Called when the window containing this view gains or loses window focus.,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,boolean gatherTransparentRegion(Region region), This is used by the RootView to perform an optimization when the view hierarchy contains one or several SurfaceView.,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,boolean hasTransientState()," Indicates whether the view is currently tracking transient state that the app should not need to concern itself with saving and restoring, but that the framework should take special note to preserve when possible.",,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,boolean isTransitionGroup(), Returns true if this ViewGroup should be considered as a single entity for removal when executing an Activity transition.,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,"boolean onRequestSendAccessibilityEvent(View child, AccessibilityEvent event)", Called when a child has requested sending an AccessibilityEvent and gives an opportunity to its parent to augment the event.,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,void onViewAdded(View child), Called when a new child is added to this ViewGroup.,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,void onViewRemoved(View child), Called when a child view is removed from this ViewGroup.,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,void removeAllViewsInLayout()," Called by a ViewGroup subclass to remove child views from itself, when it must first know its size on screen before it can calculate how many child views it will render.",,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,"void requestChildFocus(View child, View focused)", Called when a child of this parent wants focus,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,"boolean requestChildRectangleOnScreen(View child, Rect rectangle, boolean immediate)", Called when a child of this group wants a particular rectangle to be positioned onto the screen.,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,void requestDisallowInterceptTouchEvent(boolean disallowIntercept), Called when a child does not want this parent and its ancestors to intercept touch events with onInterceptTouchEvent(MotionEvent).,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,void requestTransparentRegion(View child), Called when a child wants the view hierarchy to gather and report transparent regions to the window compositor.,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,void setOnHierarchyChangeListener(ViewGroup.OnHierarchyChangeListener listener), Register a callback to be invoked when a child is added to or removed from this view.,,,,,,,,
,,,,,,,,,,
android.view.ViewGroup,void startViewTransition(View view)," This method tells the ViewGroup that the given View object, which should have this ViewGroup as its parent, should be kept around (re-displayed when the ViewGroup draws its children) even if it is removed from its parent.",,,,,,,,
,,,,,,,,,,
android.view.ViewParent,abstract void childDrawableStateChanged(View child), This method is called on the parent when a child's drawable state has changed.,,,,,,,,
,,,,,,,,,,
android.view.ViewParent,"abstract void childHasTransientStateChanged(View child, boolean hasTransientState)", Called when a child view now has or no longer is tracking transient state.,,,,,,,,
,,,,,,,,,,
android.view.ViewParent,abstract void clearChildFocus(View child), Called when a child of this parent is giving up focus,,,,,,,,
,,,,,,,,,,
android.view.ViewParent,"abstract void requestChildFocus(View child, View focused)", Called when a child of this parent wants focus,,,,,,,,
,,,,,,,,,,
android.view.ViewParent,"abstract boolean requestChildRectangleOnScreen(View child, Rect rectangle, boolean immediate)", Called when a child of this group wants a particular rectangle to be positioned onto the screen.,,,,,,,,
,,,,,,,,,,
android.view.ViewParent,abstract void requestDisallowInterceptTouchEvent(boolean disallowIntercept), Called when a child does not want this parent and its ancestors to intercept touch events with onInterceptTouchEvent(MotionEvent).,,,,,,,,
,,,,,,,,,,
android.view.ViewParent,abstract void requestLayout(), Called when something has changed which has invalidated the layout of a child of this view parent.,,,,,,,,
,,,,,,,,,,
android.view.ViewParent,abstract void requestTransparentRegion(View child), Called when a child wants the view hierarchy to gather and report transparent regions to the window compositor.,,,,,,,,
,,,,,,,,,,
android.view.ViewPropertyAnimator,ViewPropertyAnimator withEndAction(Runnable runnable), Specifies an action to take place when the next animation ends.,,,,,,,,
,,,,,,,,,,
android.view.ViewPropertyAnimator,ViewPropertyAnimator withStartAction(Runnable runnable), Specifies an action to take place when the next animation runs.,,,,,,,,
,,,,,,,,,,
android.view.ViewStructure,abstract void asyncCommit(), Call when done populating a ViewStructure returned by asyncNewChild(int).,,,,,,,,
,,,,,,,,,,
android.view.ViewStructure,abstract void setHint(CharSequence hint), Set optional hint text associated with this view; this is for example the text that is shown by an EditText when it is empty to indicate to the user the kind of text to input.,,,,,,,,
,,,,,,,,,,
android.view.ViewStructure,abstract void setHtmlInfo(ViewStructure.HtmlInfo htmlInfo), Sets the HTML properties of this node when it represents an HTML element.,,,,,,,,
,,,,,,,,,,
android.view.ViewStructure,void setMaxTextEms(int maxEms)," Sets the maximum width in ems of the text associated with this view, when supported.",,,,,,,,
,,,,,,,,,,
android.view.ViewStructure,void setMaxTextLength(int maxLength)," Sets the maximum length of the text associated with this view, when supported.",,,,,,,,
,,,,,,,,,,
